Order_ID,Order_Date,Product_Name,Category,Region,Customer_Type,Sales_Channel,Quantity_Sold,Unit_Price,Discount,Sales_Amount,Profit,Stock_Available
ORD000055,18-02-2025,Face Wash,Beauty,North,Returning,Online,3,356.91,0.1,963.66,395.76,44
ORD000056,26-09-2025,Running Shoes,Fashion,East,Loyal,Online,3,2532.6,0.05,7217.91,2740.12,37
ORD000057,15-08-2025,Laptop Stand,Electronics,Central,Loyal,Retail Store,1,1309.68,0.1,1178.71,265.71,32
ORD000058,05-10-2023,LED Desk Lamp,Home & Kitchen,South,Returning,Retail Store,4,901.46,0.1,3245.26,933.01,41
ORD000059,13-05-2025,Jeans,Fashion,North,Loyal,Online,1,1646.96,0,1646.96,477.61,43
ORD000060,24-03-2023,Wireless Mouse,Electronics,South,New,Online,2,792.55,0,1585.1,498.85,56
ORD000061,10-08-2025,Jeans,Fashion,East,New,Retail Store,4,1624.45,0.15,5523.13,2074.26,52
ORD000062,10-08-2023,Hair Serum,Beauty,North,New,Online,4,698.88,0.1,2515.97,913.3,40
ORD000063,28-07-2023,Backpack,Fashion,Central,Returning,Retail Store,3,1425.77,0.1,3849.58,1114.23,28
ORD000064,22-05-2023,Moisturizer,Beauty,East,Loyal,Retail Store,4,590.18,0.1,2124.65,875.69,49
ORD000065,10-11-2023,Bedsheet Set,Home & Kitchen,South,Returning,Retail Store,3,1313.02,0.15,3348.2,1352.42,0
ORD000066,11-06-2025,Hair Serum,Beauty,East,Returning,Retail Store,3,694.77,0,2084.31,646.47,51
ORD000067,19-11-2024,Wireless Mouse,Electronics,West,Returning,Retail Store,4,797.2,0.1,2869.92,779.67,23
ORD000068,21-01-2023,Moisturizer,Beauty,South,Returning,Retail Store,4,603.65,0.1,2173.14,582.54,66
ORD000069,06-07-2025,Wireless Mouse,Electronics,North,Returning,Retail Store,3,795.25,0,2385.75,802.35,53
ORD000070,21-05-2025,Perfume,Beauty,East,New,Retail Store,2,1289.35,0.05,2449.76,598.06,52
ORD000071,02-09-2023,Perfume,Beauty,South,Loyal,Retail Store,4,1320.08,0.05,5016.3,2083.38,63
ORD000072,25-07-2023,Women's Kurti,Fashion,East,New,Online,2,1217.47,0,2434.94,597.33,62
ORD000073,21-08-2024,Laptop Stand,Electronics,West,New,Online,3,1303.51,0.05,3715,1144.57,44
ORD000074,01-06-2024,Face Wash,Beauty,North,New,Online,3,352.09,0,1056.27,377.39,27
ORD000075,14-09-2024,Smart Watch,Electronics,South,Loyal,Retail Store,5,3028.41,0.1,13627.84,4683.67,53
ORD000076,11-07-2025,LED Desk Lamp,Home & Kitchen,East,Loyal,Online,5,906.58,0.05,4306.26,999.25,8
ORD000077,01-03-2024,Women's Kurti,Fashion,East,Returning,Retail Store,2,1208.11,0,2416.22,607.21,40
ORD000078,20-08-2025,Backpack,Fashion,North,New,Retail Store,3,1431.15,0.15,3649.43,854.83,62
ORD000079,10-02-2024,Bedsheet Set,Home & Kitchen,North,New,Retail Store,1,1326.71,0.05,1260.37,295.28,42
ORD000080,14-08-2024,LED Desk Lamp,Home & Kitchen,North,Returning,Retail Store,2,923.39,0.1,1662.1,532.03,45
ORD000081,14-06-2023,Sunscreen,Beauty,North,Loyal,Online,4,544.89,0.1,1961.6,467.38,35
ORD000082,05-07-2024,Hair Serum,Beauty,North,New,Retail Store,3,707.79,0.1,1911.03,770.56,38
ORD000083,04-10-2025,Smart Watch,Electronics,West,Returning,Retail Store,4,2954.7,0.25,8864.1,2235.22,37
ORD000084,13-08-2024,Non-stick Pan,Home & Kitchen,Central,Returning,Online,3,1094.78,0.05,3120.12,1291.84,44
ORD000085,04-08-2025,Bedsheet Set,Home & Kitchen,North,New,Online,4,1305.4,0.2,4177.28,1288.31,52
ORD000086,30-06-2024,Perfume,Beauty,South,Loyal,Online,4,1304.5,0.15,4435.3,1001.37,33
ORD000087,21-11-2023,Backpack,Fashion,Central,Returning,Online,5,1440.43,0.1,6481.94,2609.54,36
ORD000088,12-11-2023,Face Wash,Beauty,East,Loyal,Online,3,359.13,0.15,915.78,246.11,30
ORD000089,24-02-2025,Women's Kurti,Fashion,Central,Returning,Retail Store,1,1179.21,0.2,943.37,353.33,47
ORD000090,05-11-2025,Jeans,Fashion,North,New,Retail Store,4,1613.38,0.2,5162.82,1817.25,40
ORD000091,18-09-2025,Water Bottle,Home & Kitchen,East,Loyal,Online,2,512.29,0.1,922.12,363.24,30
ORD000092,23-02-2025,Running Shoes,Fashion,West,Loyal,Online,5,2563.15,0.15,10893.39,3227.13,50
ORD000093,11-10-2025,Bluetooth Speaker,Electronics,South,Loyal,Retail Store,3,1534.54,0.05,4373.44,1347.29,26
ORD000094,01-02-2023,Laptop Stand,Electronics,West,Returning,Retail Store,4,1303.51,0,5214.04,2157.78,33
ORD000095,14-06-2023,Mixer Grinder,Home & Kitchen,Central,Loyal,Online,2,3379.4,0.15,5744.98,1824.55,59
ORD000096,21-05-2023,Running Shoes,Fashion,East,Loyal,Online,5,2571.26,0.1,11570.67,4305.14,42
ORD000097,27-06-2025,Men's T-Shirt,Fashion,East,Returning,Online,3,686.98,0.2,1648.75,480.93,38
ORD000098,15-05-2024,Moisturizer,Beauty,West,Returning,Online,1,592.26,0,592.26,202.49,32
ORD000099,16-10-2025,Hair Serum,Beauty,South,Returning,Retail Store,4,693.94,0.15,2359.4,523.5,51
ORD000100,20-11-2023,Smart Watch,Electronics,West,Returning,Retail Store,7,3034.83,0.15,18057.24,5504.96,19
ORD000101,10-09-2024,Women's Kurti,Fashion,West,Loyal,Retail Store,3,1209.31,0.1,3265.14,1093.7,34
ORD000102,14-02-2023,Non-stick Pan,Home & Kitchen,East,Loyal,Retail Store,4,1117.94,0.2,3577.41,822.12,63
ORD000103,09-08-2024,Running Shoes,Fashion,Central,Loyal,Online,3,2526.6,0,7579.8,2695.02,33
ORD000104,18-07-2023,Bluetooth Speaker,Electronics,East,Returning,Retail Store,2,1523.91,0.05,2895.43,689.19,49
ORD000105,30-04-2025,Men's T-Shirt,Fashion,South,New,Retail Store,4,703.57,0.05,2673.57,1076.64,54
ORD000106,13-09-2025,Backpack,Fashion,East,Loyal,Retail Store,4,1380.87,0,5523.48,2282.85,16
ORD000107,19-01-2025,Smart Watch,Electronics,West,Returning,Retail Store,4,2994.29,0.1,10779.44,3986.26,44
ORD000108,30-01-2025,USB-C Charger,Electronics,South,Loyal,Online,1,995.4,0.1,895.86,306.4,51
ORD000109,08-08-2025,Backpack,Fashion,West,New,Online,3,1392.31,0,4176.93,1330.46,42
ORD000110,05-10-2023,Non-stick Pan,Home & Kitchen,West,Loyal,Online,1,1129,0.25,846.75,257.26,63
ORD000111,29-04-2025,USB-C Charger,Electronics,West,Returning,Retail Store,1,980.65,0.05,931.62,274,17
ORD000112,28-04-2024,Water Bottle,Home & Kitchen,North,New,Online,4,497.97,0.15,1693.1,507.3,38
ORD000113,20-07-2025,Smart Watch,Electronics,South,New,Online,2,2946.6,0,5893.2,1689.59,22
ORD000114,21-05-2023,Perfume,Beauty,South,Loyal,Online,1,1294.36,0,1294.36,322.96,29
ORD000115,21-07-2024,Laptop Stand,Electronics,South,New,Retail Store,1,1315.96,0,1315.96,296.3,35
ORD000116,02-05-2024,Hair Serum,Beauty,East,Loyal,Online,4,710.94,0,2843.76,924.84,44
ORD000117,02-09-2025,LED Desk Lamp,Home & Kitchen,East,Loyal,Retail Store,3,890.98,0.1,2405.65,825.19,36
ORD000118,27-07-2025,Wireless Mouse,Electronics,North,Returning,Online,5,810.43,0.1,3646.93,1159.92,38
ORD000119,15-06-2023,Mixer Grinder,Home & Kitchen,Central,Returning,Retail Store,3,3337.45,0.1,9011.11,2970.7,57
ORD000120,22-12-2025,Backpack,Fashion,West,Loyal,Online,3,1420.11,0.2,3408.26,1331.13,30
ORD000121,30-05-2025,LED Desk Lamp,Home & Kitchen,South,Returning,Retail Store,1,899.72,0.1,809.75,193.54,53
ORD000122,06-06-2024,Water Bottle,Home & Kitchen,South,New,Retail Store,2,509.77,0,1019.54,243.31,29
ORD000123,24-09-2023,Perfume,Beauty,North,Loyal,Retail Store,2,1316.54,0.05,2501.43,755.84,30
ORD000124,16-04-2023,Backpack,Fashion,Central,New,Online,2,1385.9,0.1,2494.62,876.48,52
ORD000125,18-12-2024,Perfume,Beauty,East,Loyal,Online,4,1325.45,0,5301.8,2062.56,41
ORD000126,01-07-2024,Wireless Mouse,Electronics,South,New,Retail Store,2,797.04,0.05,1514.38,388.11,73
ORD000127,23-05-2023,Laptop Stand,Electronics,North,Returning,Retail Store,4,1300.29,0.1,4681.04,1348.98,58
ORD000128,26-10-2024,Hair Serum,Beauty,Central,New,Retail Store,4,711.39,0.1,2561,588.91,32
ORD000129,26-06-2025,Bedsheet Set,Home & Kitchen,West,Returning,Online,2,1322.05,0,2644.1,641.89,31
ORD000130,03-08-2024,Hair Serum,Beauty,West,New,Online,2,698.83,0,1397.66,475.02,36
ORD000131,09-09-2024,Women's Kurti,Fashion,South,New,Online,3,1175.48,0,3526.44,1302.68,28
ORD000132,17-02-2025,Perfume,Beauty,South,Loyal,Online,1,1296.02,0.2,1036.82,310.44,49
ORD000133,12-06-2025,Wireless Mouse,Electronics,West,Loyal,Retail Store,5,800.17,0.1,3600.76,1083.41,26
ORD000134,15-08-2024,USB-C Charger,Electronics,West,Loyal,Retail Store,4,1026.35,0.2,3284.32,1024.77,45
ORD000135,30-06-2023,Bedsheet Set,Home & Kitchen,North,Loyal,Retail Store,2,1278.13,0.1,2300.63,906.69,70
ORD000136,29-03-2024,Mixer Grinder,Home & Kitchen,South,Returning,Retail Store,4,3317.14,0.1,11941.7,4790.83,57
ORD000137,30-10-2023,Running Shoes,Fashion,North,New,Online,4,2468.12,0.2,7897.98,2936.71,44
ORD000138,08-10-2025,LED Desk Lamp,Home & Kitchen,Central,Returning,Retail Store,4,909.92,0.2,2911.74,1215.09,13
ORD000139,06-11-2023,LED Desk Lamp,Home & Kitchen,North,New,Retail Store,2,907.6,0.15,1542.92,448.05,39
ORD000140,03-08-2025,LED Desk Lamp,Home & Kitchen,North,New,Retail Store,6,910,0,5460,2268.49,45
ORD000141,05-08-2025,Hair Serum,Beauty,Central,Loyal,Online,5,700.74,0,3503.7,1338.28,32
ORD000142,20-10-2024,Sunscreen,Beauty,West,Returning,Online,1,540.86,0.15,459.73,183.81,29
ORD000143,30-10-2025,Men's T-Shirt,Fashion,North,Returning,Retail Store,4,703.34,0.15,2391.36,817.75,46
ORD000144,02-08-2024,Non-stick Pan,Home & Kitchen,West,New,Retail Store,3,1120.39,0,3361.17,1174.6,21
ORD000145,13-07-2023,Perfume,Beauty,West,New,Retail Store,2,1335.66,0.15,2270.62,773.24,77
ORD000146,16-06-2023,Hair Serum,Beauty,South,Loyal,Online,3,709.43,0.15,1809.05,539.81,44
ORD000147,26-09-2024,Perfume,Beauty,West,Loyal,Online,2,1316.54,0,2633.08,1015.82,29
ORD000148,17-05-2025,Moisturizer,Beauty,East,New,Online,4,597.25,0,2389,891.65,36
ORD000149,09-10-2023,Laptop Stand,Electronics,North,Loyal,Online,3,1323.09,0.2,3175.42,1228.96,62
ORD000150,20-11-2024,Sunscreen,Beauty,South,New,Retail Store,3,560.84,0.1,1514.27,566.67,26
ORD000151,31-03-2023,Bedsheet Set,Home & Kitchen,East,Returning,Online,2,1312.68,0.1,2362.82,875.37,43
ORD000152,29-12-2025,Running Shoes,Fashion,East,Loyal,Retail Store,6,2473.26,0.2,11871.65,4222.29,24
ORD000153,03-08-2025,Backpack,Fashion,West,New,Retail Store,2,1428.16,0,2856.32,1086.12,34
ORD000154,17-04-2023,Face Wash,Beauty,East,New,Online,2,351.02,0.2,561.63,137.56,48
ORD000155,12-07-2024,LED Desk Lamp,Home & Kitchen,Central,New,Retail Store,3,917.73,0,2753.19,1092.81,60
ORD000156,20-04-2023,Non-stick Pan,Home & Kitchen,Central,New,Retail Store,2,1097.62,0,2195.24,495.33,61
ORD000157,27-10-2023,Laptop Stand,Electronics,North,Returning,Retail Store,3,1327,0.25,2985.75,1110.01,64
ORD000158,11-01-2023,Smart Watch,Electronics,North,Returning,Online,2,3080.01,0.1,5544.02,1894.81,89
ORD000159,13-08-2024,Running Shoes,Fashion,East,New,Retail Store,3,2548.22,0.15,6497.96,2023.61,51
ORD000160,03-02-2023,Moisturizer,Beauty,Central,Loyal,Retail Store,2,587.07,0.1,1056.73,307.05,70
ORD000161,19-01-2024,Smart Watch,Electronics,Central,Loyal,Online,3,3020.61,0.1,8155.65,3076.98,52
ORD000162,10-03-2025,Face Wash,Beauty,North,New,Retail Store,1,355.06,0.05,337.31,98.3,11
ORD000163,08-05-2024,USB-C Charger,Electronics,Central,Loyal,Online,3,996.62,0,2989.86,860.21,30
ORD000164,09-08-2025,Face Wash,Beauty,South,New,Online,4,358.49,0.2,1147.17,260.86,30
ORD000165,13-02-2024,Bluetooth Speaker,Electronics,East,Loyal,Online,4,1509.72,0.2,4831.1,1307.6,47
ORD000166,08-08-2024,Water Bottle,Home & Kitchen,North,Returning,Retail Store,3,508.96,0,1526.88,469.35,33
ORD000167,02-03-2025,Mixer Grinder,Home & Kitchen,South,Loyal,Retail Store,2,3318.67,0.2,5309.87,2018.97,38
ORD000168,11-06-2023,Bedsheet Set,Home & Kitchen,Central,Loyal,Retail Store,3,1293.88,0.05,3687.56,870.31,45
ORD000169,19-09-2024,LED Desk Lamp,Home & Kitchen,Central,Returning,Retail Store,3,896.82,0.1,2421.41,553.22,31
ORD000170,16-07-2024,Bluetooth Speaker,Electronics,North,New,Online,2,1529.06,0.1,2752.31,979.5,34
ORD000171,16-06-2025,Bluetooth Speaker,Electronics,South,New,Online,5,1496.16,0.05,7106.76,2913.01,51
ORD000172,10-07-2025,Water Bottle,Home & Kitchen,East,Loyal,Retail Store,2,502.23,0,1004.46,300.94,45
ORD000173,26-05-2024,USB-C Charger,Electronics,North,Returning,Retail Store,3,1024.65,0.1,2766.56,673.8,21
ORD000174,15-03-2024,Sunscreen,Beauty,East,Returning,Online,1,541.39,0,541.39,211.45,0
ORD000175,30-06-2025,Smart Watch,Electronics,East,New,Online,2,3020.32,0.1,5436.58,2165.21,20
ORD000176,10-01-2025,Moisturizer,Beauty,South,Returning,Retail Store,3,594.11,0,1782.33,568.21,55
ORD000177,15-08-2025,Perfume,Beauty,South,Returning,Retail Store,3,1298.88,0.05,3701.81,1345.19,35
ORD000178,18-04-2025,Hair Serum,Beauty,North,Returning,Online,4,700.75,0,2803,997.93,50
ORD000179,08-01-2024,Laptop Stand,Electronics,West,New,Online,1,1281.08,0.2,1024.86,256.83,53
ORD000180,22-10-2024,Running Shoes,Fashion,East,Loyal,Retail Store,5,2554.72,0.15,10857.56,2932.86,27
ORD000181,14-09-2023,Backpack,Fashion,Central,New,Retail Store,1,1412.42,0,1412.42,474.76,41
ORD000182,26-03-2023,Wireless Mouse,Electronics,North,Loyal,Retail Store,4,793.59,0.1,2856.92,748.97,53
ORD000183,04-03-2023,Face Wash,Beauty,Central,Returning,Retail Store,2,346.29,0.1,623.32,237.78,84
ORD000184,17-07-2025,Smart Watch,Electronics,North,Returning,Retail Store,3,2969.61,0.1,8017.95,2736.78,56
ORD000185,08-12-2024,Non-stick Pan,Home & Kitchen,South,Returning,Retail Store,4,1094.56,0,4378.24,1371.68,12
ORD000186,22-05-2024,Laptop Stand,Electronics,North,New,Retail Store,6,1312.99,0.2,6302.35,1699.45,54
ORD000187,02-10-2024,Women's Kurti,Fashion,South,New,Retail Store,2,1227.72,0.15,2087.12,666.78,33
ORD000188,01-11-2025,LED Desk Lamp,Home & Kitchen,South,Loyal,Retail Store,5,893.67,0.05,4244.93,1441.17,39
ORD000189,08-08-2024,Perfume,Beauty,North,Returning,Online,4,1320.27,0.05,5017.03,1870.21,30
ORD000190,31-03-2025,Bluetooth Speaker,Electronics,Central,Loyal,Retail Store,2,1474.53,0.05,2801.61,898.9,37
ORD000191,01-09-2023,Laptop Stand,Electronics,North,New,Online,1,1309.25,0.05,1243.79,364.58,61
ORD000192,08-11-2025,Non-stick Pan,Home & Kitchen,Central,Returning,Online,5,1095.32,0.25,4107.45,1292.82,26
ORD000193,21-11-2025,Laptop Stand,Electronics,East,Returning,Retail Store,5,1337.36,0.15,5683.78,2090.86,22
ORD000194,04-11-2025,Moisturizer,Beauty,Central,Loyal,Online,3,611.45,0.15,1559.2,457.89,29
ORD000195,03-05-2025,Hair Serum,Beauty,East,Returning,Online,4,707.01,0.15,2403.83,815.82,11
ORD000196,16-04-2023,Hair Serum,Beauty,West,Loyal,Online,3,712.09,0.1,1922.64,569.17,64
ORD000197,06-03-2023,Hair Serum,Beauty,North,Returning,Retail Store,3,690.31,0.1,1863.84,667.44,68
ORD000198,08-05-2023,Laptop Stand,Electronics,Central,New,Retail Store,3,1304.09,0.15,3325.43,982.22,61
ORD000199,27-12-2025,Mixer Grinder,Home & Kitchen,Central,Returning,Retail Store,3,3345.31,0.15,8530.54,3247.84,47
ORD000200,29-01-2024,Running Shoes,Fashion,East,Loyal,Retail Store,1,2545.38,0.05,2418.11,872.89,49
ORD000201,11-10-2024,Face Wash,Beauty,East,Loyal,Retail Store,1,346.79,0.25,260.09,63.56,20
ORD000202,19-03-2025,Water Bottle,Home & Kitchen,South,Loyal,Retail Store,3,490.99,0.15,1252.02,506.82,54
ORD000203,08-09-2025,Women's Kurti,Fashion,South,Loyal,Online,4,1216.76,0.1,4380.34,1083.94,26
ORD000204,11-05-2024,Bluetooth Speaker,Electronics,Central,New,Online,3,1500,0,4500,1635.62,49
ORD000205,11-01-2023,Perfume,Beauty,South,Returning,Retail Store,1,1304.03,0.1,1173.63,305.02,80
ORD000206,07-08-2024,Bluetooth Speaker,Electronics,North,New,Retail Store,2,1523.22,0.15,2589.47,1054.78,34
ORD000207,27-12-2023,Bluetooth Speaker,Electronics,West,New,Online,3,1541.13,0.15,3929.88,1592.42,28
ORD000208,03-09-2024,Hair Serum,Beauty,Central,Loyal,Retail Store,6,700.9,0.05,3995.13,1391.35,67
ORD000209,02-10-2023,Moisturizer,Beauty,West,Returning,Online,3,591.89,0.15,1509.32,470.58,64
ORD000210,29-01-2023,Mixer Grinder,Home & Kitchen,East,Returning,Retail Store,1,3333.8,0,3333.8,1159.31,43
ORD000211,21-11-2025,Mixer Grinder,Home & Kitchen,North,New,Retail Store,4,3311.78,0.1,11922.41,4854.39,32
ORD000212,24-02-2025,Running Shoes,Fashion,West,Returning,Retail Store,3,2521.8,0.05,7187.13,2404.64,11
ORD000213,28-04-2024,Bluetooth Speaker,Electronics,North,Loyal,Retail Store,2,1506.68,0.15,2561.36,1022.04,42
ORD000214,29-08-2023,Backpack,Fashion,East,Loyal,Retail Store,2,1404.47,0,2808.94,873.57,41
ORD000215,01-05-2025,Perfume,Beauty,West,Loyal,Online,3,1287.21,0.2,3089.3,832.54,12
ORD000216,12-12-2025,LED Desk Lamp,Home & Kitchen,Central,Loyal,Online,4,886.06,0.1,3189.82,1230.49,24
ORD000217,03-11-2023,Men's T-Shirt,Fashion,East,New,Retail Store,4,692.2,0.25,2076.6,699.04,22
ORD000218,24-04-2023,LED Desk Lamp,Home & Kitchen,South,Returning,Online,1,906.14,0,906.14,321.28,49
ORD000219,21-03-2025,Jeans,Fashion,North,Loyal,Online,3,1600.89,0,4802.67,1729.33,23
ORD000220,22-05-2023,Face Wash,Beauty,North,Loyal,Retail Store,2,355.38,0,710.76,295.44,57
ORD000221,05-02-2025,Non-stick Pan,Home & Kitchen,West,Loyal,Online,4,1081.43,0.1,3893.15,1607.2,25
ORD000222,13-12-2024,USB-C Charger,Electronics,South,New,Online,5,1015.38,0,5076.9,1343.03,33
ORD000223,03-09-2024,LED Desk Lamp,Home & Kitchen,Central,Returning,Online,2,892.15,0,1784.3,516.08,47
ORD000224,20-08-2023,Bluetooth Speaker,Electronics,West,Loyal,Online,1,1487.06,0,1487.06,347.17,20
ORD000225,03-07-2025,Sunscreen,Beauty,North,New,Online,3,544.45,0.1,1470.02,387.28,47
ORD000226,28-10-2025,Backpack,Fashion,South,Returning,Online,5,1411.41,0.15,5998.49,2246.48,7
ORD000227,10-09-2024,Laptop Stand,Electronics,Central,Loyal,Online,3,1309.18,0,3927.54,1328.82,52
ORD000228,24-05-2025,Perfume,Beauty,West,Returning,Retail Store,5,1316.62,0.15,5595.63,2110.45,38
ORD000229,16-04-2025,Laptop Stand,Electronics,East,Loyal,Online,2,1288.67,0.1,2319.61,614.86,58
ORD000230,06-08-2025,Bluetooth Speaker,Electronics,Central,New,Retail Store,2,1479.07,0.1,2662.33,715.03,47
ORD000231,11-06-2023,LED Desk Lamp,Home & Kitchen,East,Loyal,Online,4,883.34,0,3533.36,1043.87,58
ORD000232,30-05-2023,Women's Kurti,Fashion,Central,Returning,Online,2,1187.54,0.1,2137.57,858.03,29
ORD000233,09-03-2024,Women's Kurti,Fashion,North,Returning,Online,3,1216.72,0,3650.16,1316.81,17
ORD000234,20-10-2024,Backpack,Fashion,West,Returning,Retail Store,2,1389.32,0.15,2361.84,761.84,34
ORD000235,21-07-2023,Face Wash,Beauty,East,Loyal,Online,3,342.82,0.1,925.61,363.6,46
ORD000236,03-02-2023,Jeans,Fashion,Central,New,Retail Store,3,1590.62,0.1,4294.67,1113.34,53
